dim1,dim2,url1,url2,swapped
similarity,support,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image46.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image22.svg,True
knowledge,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image31.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,True
trust,identity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image93.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image116.svg,False
status,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image80.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image79.svg,True
control17,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-17-txt.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,True
similarity,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image94.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image10.svg,True
control13,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-13-txt.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image12.svg,True
similarity,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image137.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image0.svg,True
status,similarity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image87.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image44.svg,True
control5,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-5-txt.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image6.svg,True
similarity,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image30.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image29.svg,True
status,trust,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image91.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image35.svg,False
baseline,status,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image63.svg,False
identity,status,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image27.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image45.svg,True
identity,fun,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image53.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image52.svg,True
baseline,identity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image8.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image92.svg,False
support,fun,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image71.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image89.svg,False
baseline,control3,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-3-txt.svg,False
support,similarity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image69.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image141.svg,False
baseline,trust,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image8.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image64.svg,False
conflict,fun,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image4.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image21.svg,False
baseline,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image118.svg,False
similarity,identity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image44.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image53.svg,False
conflict,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image37.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image28.svg,True
fun,similarity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image86.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image85.svg,True
identity,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image53.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image62.svg,True
conflict,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image4.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image60.svg,True
similarity,support,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image19.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image18.svg,True
status,identity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image114.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image57.svg,False
support,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image120.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image15.svg,False
similarity,trust,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image44.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image88.svg,False
fun,identity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image86.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image57.svg,False
trust,similarity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image90.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image101.svg,True
support,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image14.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image15.svg,False
control1,baseline,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-1-txt.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image8.svg,True
trust,fun,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image113.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image52.svg,True
similarity,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image44.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image66.svg,True
identity,knowledge,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image27.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image36.svg,True
status,similarity,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image96.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image148.svg,True
baseline,control12,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image10.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image-control-12-txt.svg,False
knowledge,conflict,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image28.svg,https://tools.danskspeedcubingforening.dk/dontlook/svg_img/image37.svg,False
