Title,Description,Keywords,AssignmentId,WorkerId,SubmitTime,WorkTimeInSeconds,argumentId1,argumentId2,Answer.equal.label
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31JLPPHS2UUUODLDDYVXTLY4VL03OQ,A3O81LHBBI8NPK,Fri Dec 01 06:02:54 PST 2023,104,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",386CSBG1OZMW68LBBDLZPT5OKDDQ6K,AA9V4NE8SOA4I,Fri Dec 01 05:31:35 PST 2023,118,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A1PQ49WVHHOMTLBMHMOLJM6LFA1HA,A35BY30TC8WCL4,Fri Dec 01 07:30:24 PST 2023,327,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3IXQG4FA2TYWKLLKQ2RLEE1ROEK9B2,A3HAPMZV7CYDY8,Fri Dec 01 05:05:09 PST 2023,135,23,37,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3M81GAB8A0J2CK26742709RGYELBQN,A1F1BIPJR11LSR,Fri Dec 01 04:00:34 PST 2023,123,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RU7GD8VPOTGTUITID9DQTB6X6NSPG,ABNJZG6Q8TVDQ,Fri Dec 01 04:43:52 PST 2023,136,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3SUWZRL0MYD795V62MQZVCGA1AP6EO,A3OZ8KF0HWSVWK,Fri Dec 01 05:29:40 PST 2023,256,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3TR2532VIPUFKLHYGN1QSST26IL6J9,AKSJ3C5O3V9RB,Fri Dec 01 05:21:28 PST 2023,1467,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3W92K5RLWUHSSCHEST543AQW5AGV52,A1IZ4NX41GKU4X,Fri Dec 01 05:14:04 PST 2023,64,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3XM0HYN6NKZFJBDBHIP81C7RWFNPEL,A2HM35CWB7IIFM,Fri Dec 01 06:52:17 PST 2023,17,23,37,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",30IQTZXKAK6L1U08V20AA0RQ4DNX0W,A3GK90X2QOFR53,Fri Dec 01 07:49:45 PST 2023,809,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32N49TQG3GIPYITVNPWLBL6IXOPAVV,A35BY30TC8WCL4,Fri Dec 01 06:03:30 PST 2023,109,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3634BBTX0OUF83Q3ZYJUAXRFM2YIFB,A3HAPMZV7CYDY8,Fri Dec 01 04:36:21 PST 2023,228,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AMW0RGHOD2JDHQOAHSRRZ10A7FNPZ,A3OZ8KF0HWSVWK,Fri Dec 01 04:44:20 PST 2023,227,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LYA37P8IQNG1H4BUZIA4NF7Z8RKB2,A1F1BIPJR11LSR,Fri Dec 01 03:49:13 PST 2023,417,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3N1FSUEFL50O2CDSN3M0SWEB57H4D7,ABNJZG6Q8TVDQ,Fri Dec 01 04:29:37 PST 2023,215,142,16,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RANCT1ZVFHU4D9NODMCAAO5108BUB,A3862RIFFUV141,Fri Dec 01 09:49:24 PST 2023,144,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RKNTXVS3MYQ45AG3TVY2V65K4WA4N,A1V6CP5I0TOSAR,Fri Dec 01 08:29:15 PST 2023,126,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3UN61F00HWP0Z50XJ90U2D1TK4AR5C,AA9V4NE8SOA4I,Fri Dec 01 05:58:36 PST 2023,302,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Y4W8Q93LZKNWPW77ZNN1MEOIRLVDH,A1IZ4NX41GKU4X,Fri Dec 01 06:01:50 PST 2023,83,142,16,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",354P56DE9K3RNOETMRFWQ7KLXCI7SP,A1IZ4NX41GKU4X,Fri Dec 01 05:10:35 PST 2023,89,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",39GAF6DQWR0T4UGVR63S0KDFTUN1V2,A3GK90X2QOFR53,Fri Dec 01 08:34:07 PST 2023,709,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A1PQ49WVHHOMTLBMHMOLJM6LFX1HX,A1F1BIPJR11LSR,Fri Dec 01 03:52:24 PST 2023,290,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3BQU611VFPKDWS6NSIDPN8610FU997,ABNJZG6Q8TVDQ,Fri Dec 01 09:24:11 PST 2023,248,8,64,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DQQ64TANGL90BZ22IJENIER3JJWPZ,A3HAPMZV7CYDY8,Fri Dec 01 05:05:17 PST 2023,139,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3I3WADAZ9Q4X2S8HRHJQ8IWO9IX5OQ,A2HM35CWB7IIFM,Fri Dec 01 09:26:32 PST 2023,721,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3JMSRU9HQIUSOVA73UY774W9I3NVEB,A3OZ8KF0HWSVWK,Fri Dec 01 06:39:18 PST 2023,230,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3LO69W1SU3DNC4U4VLMPKYJJ4LTGLN,AA9V4NE8SOA4I,Fri Dec 01 05:31:17 PST 2023,103,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3O7L7BFSHEPN2PQ74NZOSF6FA1VEI1,AKSJ3C5O3V9RB,Fri Dec 01 08:49:44 PST 2023,1552,8,64,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3UNH76FOCS574DXPP39ARB5C9MLYMH,A3862RIFFUV141,Fri Dec 01 09:33:50 PST 2023,975,8,64,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31LM9EDVOLSNR6NQF4N7U3FO18KJN6,A2HM35CWB7IIFM,Fri Dec 01 08:00:46 PST 2023,48,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34S9DKFK73PDMVIP14OA4QUCECTYNF,A3GK90X2QOFR53,Fri Dec 01 08:25:41 PST 2023,375,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37Z929RLG98ELMB0ZUIXV3C3M96TSK,A3HAPMZV7CYDY8,Fri Dec 01 04:15:37 PST 2023,361,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AQF3RZ558IZFJV2XXA5DU1ADB16F3,A1F1BIPJR11LSR,Fri Dec 01 03:59:28 PST 2023,68,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3AQF3RZ558IZFJV2XXA5DU1ADB56F7,AA9V4NE8SOA4I,Fri Dec 01 05:52:14 PST 2023,345,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3C44YUNSI1PAR5ZBLNEOVUP6W3DPDJ,A1IZ4NX41GKU4X,Fri Dec 01 05:04:44 PST 2023,83,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3SLE99ER0NDBQC3XU0LKR23K3HHBZS,AKSJ3C5O3V9RB,Fri Dec 01 07:10:19 PST 2023,1541,13,48,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3UOUJI6MTDE1HGCOT9EUZ7FXK2TUXY,A3NH3BCC6GHEWR,Fri Dec 01 08:39:41 PST 2023,207,13,48,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YHH42UU5BFQ10JJHJXMZ6W3X4G0LG,A3OZ8KF0HWSVWK,Fri Dec 01 08:46:51 PST 2023,369,13,48,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3ZQIG0FLQEGM5VWYOUSDTA39P7UWVU,A35BY30TC8WCL4,Fri Dec 01 07:39:33 PST 2023,315,13,48,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32UTUBMZ7GWUHSYNT3WH6WQOF6BBVS,A2HM35CWB7IIFM,Fri Dec 01 06:44:06 PST 2023,49,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34HJIJKLP5WAWTDEEOMUYIKI5EM4V7,A1IZ4NX41GKU4X,Fri Dec 01 05:09:05 PST 2023,75,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34PGFRQONOBDE0W475EUQMSFUKMWJ8,A3OZ8KF0HWSVWK,Fri Dec 01 06:54:50 PST 2023,200,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37FMASSAYCRPVMENUWXYR70U74EIB1,ABNJZG6Q8TVDQ,Fri Dec 01 06:27:00 PST 2023,111,8,9,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A0EX8ZRN8OBLMTSYEJ1DVUIXN5BYT,AA9V4NE8SOA4I,Fri Dec 01 05:36:58 PST 2023,232,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DUZQ9U6SMOTYEFP4PICWL0OJUMSVZ,A1F1BIPJR11LSR,Fri Dec 01 04:07:04 PST 2023,164,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3GNA64GUZE40N4LX6UBUXNROOJF5QY,A219VCQZADQ45W,Fri Dec 01 09:19:08 PST 2023,254,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3U5JL4WY5K920II9E3NCM3H3LPOX4X,AKSJ3C5O3V9RB,Fri Dec 01 04:07:22 PST 2023,1595,8,9,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WEV0KO0OMS74XF3D4IIQZUHJNVSDD,A3GK90X2QOFR53,Fri Dec 01 08:19:49 PST 2023,606,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WQ3B2KGE8GEVGIPMPCSZ8J8Q2U1BJ,A3HAPMZV7CYDY8,Fri Dec 01 04:15:42 PST 2023,353,8,9,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32N49TQG3GIPYITVNPWLBL6IXOQVAH,A3O81LHBBI8NPK,Fri Dec 01 07:07:09 PST 2023,125,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37TRT2X24QRLQXYTCEIY38FUKJ6BJ9,A3GK90X2QOFR53,Fri Dec 01 07:58:59 PST 2023,598,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A1PQ49WVHHOMTLBMHMOLJM6LF11H1,A3HAPMZV7CYDY8,Fri Dec 01 05:10:46 PST 2023,446,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DZQRBDBSLF9M5D6KFC6DQ85SA83SS,A3OZ8KF0HWSVWK,Fri Dec 01 08:51:26 PST 2023,149,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3GLB5JMZFXV4ES6CI4O11LBEVC3DGG,A219VCQZADQ45W,Fri Dec 01 08:56:16 PST 2023,310,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3HSYG7LRBJYHUK850CV33QYXM2DKKZ,A1IZ4NX41GKU4X,Fri Dec 01 06:52:31 PST 2023,82,17,128,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3KJYX6QCM9B0ZBWZHV9Y4K91NB9JVA,A1F1BIPJR11LSR,Fri Dec 01 04:11:37 PST 2023,191,17,128,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3NAPMVF0ZWFYIPXVSC0QZP7HZIQ27O,AA9V4NE8SOA4I,Fri Dec 01 06:01:50 PST 2023,340,17,128,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WQQ9FUS6AUW6G2ALAL7EI6G49FB8U,A3862RIFFUV141,Fri Dec 01 09:27:59 PST 2023,737,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Y4W8Q93LZKNWPW77ZNN1MEOISSDV8,A2SWQM5X54P1O5,Fri Dec 01 09:25:04 PST 2023,549,17,128,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",324G5B4FB38RMFUHDPWCG1E22LC07A,A3862RIFFUV141,Fri Dec 01 09:22:37 PST 2023,566,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A1COHJ8NJV6XT5WL2V30T9EZLBH85,AA9V4NE8SOA4I,Fri Dec 01 05:56:10 PST 2023,315,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3BWI6RSP7G9QD59BLWVR1QG6WL4E7Q,A1F1BIPJR11LSR,Fri Dec 01 03:51:03 PST 2023,341,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3COPXFW7XBCI5B5LD40BZ7KWGCAKPR,A3HAPMZV7CYDY8,Fri Dec 01 04:35:32 PST 2023,192,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3DZQRBDBSLF9M5D6KFC6DQ85SBAS3L,A22KRF782ELLB0,Fri Dec 01 09:57:38 PST 2023,254,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3FUI0JHJPXY52OSRU0B55I0T0U733Y,A3GK90X2QOFR53,Fri Dec 01 07:55:37 PST 2023,824,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3VZLGYJEYLAI3F6YZWD2GZUCMK8ZXS,A3CFNUD7VR2E1E,Fri Dec 01 08:37:59 PST 2023,130,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WT783CTPBHYIJSN2M1CG42ZUZNBCL,A3OZ8KF0HWSVWK,Fri Dec 01 05:33:37 PST 2023,223,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3ZDAD0O1T1DMH3XZT4OKUBTV1OKXT8,A2HM35CWB7IIFM,Fri Dec 01 07:42:25 PST 2023,41,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3ZSANO2JCF742HTZ4AD8EZX2V00SFD,A1IZ4NX41GKU4X,Fri Dec 01 05:06:36 PST 2023,76,50,51,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3137ONMDKG596YKCEZZL73TZVO2GEA,A3862RIFFUV141,Fri Dec 01 07:56:26 PST 2023,222,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34MAJL3QP4NQKKBVUEGOFNSZEUV34B,AKSJ3C5O3V9RB,Fri Dec 01 06:13:32 PST 2023,1509,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37Q970SNZE8DC2ZRXBYNPXT8UQC1SG,A1F1BIPJR11LSR,Fri Dec 01 03:29:58 PST 2023,214,17,32,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3E4GGUZ1T8RMD44FB6PZ3UC352O2KS,AA9V4NE8SOA4I,Fri Dec 01 05:56:21 PST 2023,300,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3JRJSWSMQHL8CM8OJKS1O94QRJXE30,A219VCQZADQ45W,Fri Dec 01 08:04:28 PST 2023,466,17,32,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PQMUDRV7R6ZIUST06PFDU472USII4,A1IZ4NX41GKU4X,Fri Dec 01 05:45:35 PST 2023,100,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PW9OPU9PQKK73IT3WJHYFG4WWI12I,A3HAPMZV7CYDY8,Fri Dec 01 04:29:10 PST 2023,416,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3R0T90IZ1SCU900YI8TQHFTWACFGC7,A1GKEEI844CEKI,Fri Dec 01 05:27:16 PST 2023,67,17,32,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3R2PKQ87NW8LEDIKLLN75NBOJ3CIMK,A29VL3MZE7YPBZ,Fri Dec 01 05:47:20 PST 2023,202,17,32,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Y9N9SS8LYB3KGUONPHHIRM5R7VD35,A3GK90X2QOFR53,Fri Dec 01 07:25:28 PST 2023,952,17,32,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",340UGXU9DY19DR7TTUDCBMIC4R7VUI,AKSJ3C5O3V9RB,Fri Dec 01 04:23:43 PST 2023,954,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37TD41K0AH9XZ59PD8N76TCZYN7CSL,A1F1BIPJR11LSR,Fri Dec 01 04:15:08 PST 2023,72,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",39LNWE0K4UW4RLNTUNETWXSIWPEIUB,AA9V4NE8SOA4I,Fri Dec 01 05:34:46 PST 2023,249,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3B4YI393V9WD6MYLAUD7LYGHKQ5SS7,A219VCQZADQ45W,Fri Dec 01 08:17:08 PST 2023,277,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3BWI6RSP7G9QD59BLWVR1QG6WL97EO,A3OZ8KF0HWSVWK,Fri Dec 01 05:08:28 PST 2023,203,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3OS4RQUCR9F5LVCXTORDOAN2RCEFBZ,A3HAPMZV7CYDY8,Fri Dec 01 04:35:04 PST 2023,310,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3PJ71Z61R42V7N3SO5YW82OI22319L,A3GK90X2QOFR53,Fri Dec 01 08:02:27 PST 2023,627,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WQ3B2KGE8GEVGIPMPCSZ8J8Q2S1BH,ALVNMQMD3Q3ZE,Fri Dec 01 03:48:25 PST 2023,67,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3WYP994K17R5FACX2N2T2F8QJM16YA,A1IZ4NX41GKU4X,Fri Dec 01 06:17:24 PST 2023,78,155,62,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3Z7EFSHGN9E5VMVO7ITU51TRD2AXCF,A1GKEEI844CEKI,Fri Dec 01 05:13:03 PST 2023,97,155,62,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3018Q3ZVOIQX5BCEE5RBAOHFCICRAJ,A22KRF782ELLB0,Fri Dec 01 06:24:39 PST 2023,437,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32N49TQG3GIPYITVNPWLBL6IXOUVAL,A3862RIFFUV141,Fri Dec 01 09:27:10 PST 2023,747,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32RIADZISS4U41WAKTHPNV0B6ARS4P,A3HAPMZV7CYDY8,Fri Dec 01 05:07:13 PST 2023,241,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3GD6L00D3SXAE7MMDE21DOU221Y1M8,A3OZ8KF0HWSVWK,Fri Dec 01 04:14:34 PST 2023,219,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3GGAI1SQEVYU1AWKTBRLUKDT6YZCMJ,A1IZ4NX41GKU4X,Fri Dec 01 06:52:53 PST 2023,100,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3HVVDCPGTESBH8N9Y0AMDP043UHTYD,A2HM35CWB7IIFM,Fri Dec 01 09:24:28 PST 2023,611,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3JMSRU9HQIUSOVA73UY774W9I3PEVW,A3GK90X2QOFR53,Fri Dec 01 07:36:57 PST 2023,705,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3RKNTXVS3MYQ45AG3TVY2V65K4F4A0,A1F1BIPJR11LSR,Fri Dec 01 03:34:03 PST 2023,395,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3X65QVEQI0NAVSEZTZQ6U7Y46TDCLL,AKSJ3C5O3V9RB,Fri Dec 01 09:34:21 PST 2023,1744,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3XXU1SWE8MV95HSFKS8WQSGS3SBA02,AA9V4NE8SOA4I,Fri Dec 01 05:57:38 PST 2023,304,4,3,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34FNN24DCM99W6CJX4SOA9UQNRJ5YM,A1GKEEI844CEKI,Fri Dec 01 05:20:54 PST 2023,25,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",35L9RVQFCOI4VQC9O5W8WLR3WC7UH2,A1IZ4NX41GKU4X,Fri Dec 01 06:57:09 PST 2023,61,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",37TRT2X24QRLQXYTCEIY38FUKJXJB8,AA9V4NE8SOA4I,Fri Dec 01 05:51:48 PST 2023,342,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3C6FJU71TQTQHL2YY50WILM6M85YUQ,A1F1BIPJR11LSR,Fri Dec 01 03:32:37 PST 2023,366,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3IAS3U3I0FGLK10L5TC64RTDI8HB2J,A35BY30TC8WCL4,Fri Dec 01 06:06:15 PST 2023,164,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3NS0A6KXC487HTB8AMDYSDUHJU9ZGX,A3O81LHBBI8NPK,Fri Dec 01 07:03:04 PST 2023,115,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3TE22NPXPBCB2GUZUSL7PSK5SUN44T,A3HAPMZV7CYDY8,Fri Dec 01 04:15:48 PST 2023,358,81,126,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3TK8OJTYM1LWLMZXC8EI1GVDWAHPVI,A3OZ8KF0HWSVWK,Fri Dec 01 04:42:17 PST 2023,228,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3VELCLL3GKJ48XU5RRYOIYAT50OF1H,AKSJ3C5O3V9RB,Fri Dec 01 05:37:23 PST 2023,1477,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3XLBSAQ9Z4COO007HJ94M0HOKRPZ7T,AVWU9JDY5G81E,Fri Dec 01 06:25:13 PST 2023,76,81,126,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",34J10VATJFYCZSGCDEUOMWVTT48QIE,AA9V4NE8SOA4I,Fri Dec 01 05:36:10 PST 2023,274,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",358UUM7WRZ3FM9EG72FR0XFPBA67R8,AKSJ3C5O3V9RB,Fri Dec 01 06:27:21 PST 2023,1731,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",35GCEFQ6I5O6NHZKF76E9J58FP3Z3O,A1IZ4NX41GKU4X,Fri Dec 01 06:24:35 PST 2023,73,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3FTOP5WARFOK6AVJEYL9JRJBTFWJ0I,A1F1BIPJR11LSR,Fri Dec 01 04:05:36 PST 2023,96,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3KJYX6QCM9B0ZBWZHV9Y4K91NBOVJ1,A2SWQM5X54P1O5,Fri Dec 01 09:37:35 PST 2023,1296,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3MTMREQS4VI2D7T0DZ1HXNPW4YXAWD,A3862RIFFUV141,Fri Dec 01 09:24:33 PST 2023,594,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3MYYFCXHJ37REWNJPTN8YHH8IZ7G43,A2HM35CWB7IIFM,Fri Dec 01 07:16:46 PST 2023,35,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QIYRE09Y3HGWP7MPFH1Q3J27R81N8,A3HAPMZV7CYDY8,Fri Dec 01 04:18:30 PST 2023,454,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3QXNC7EIPIVV0YIASMUWUX58XAN90G,A3OZ8KF0HWSVWK,Fri Dec 01 05:28:11 PST 2023,335,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3YZ8UPK3VTMDEI1T2DI7LUUNJK4UCV,A3GK90X2QOFR53,Fri Dec 01 08:16:01 PST 2023,652,118,44,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",31JLPPHS2UUUODLDDYVXTLY4VL53OV,A2T5YVU37RBCCP,Fri Dec 01 08:49:39 PST 2023,110,125,13,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32AT8R96GL9TLZQPZZ870ZY55NNSUK,A1IZ4NX41GKU4X,Fri Dec 01 06:33:29 PST 2023,77,125,13,Argument 1
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",32UTUBMZ7GWUHSYNT3WH6WQOF6EVBF,A1V6CP5I0TOSAR,Fri Dec 01 08:41:22 PST 2023,92,125,13,Argument 2
Select the most convincing argument,Read two texts and select which one provided the most convincing argument,"text, classification",3A0EX8ZRN8OBLMTSYEJ1DVUIXNDYBO,A3GK90X2QOFR53,Fri Dec 01 07:26:56 PST 2023,1037,125,13,Argument 2
